paper_id,title,authors,year,venue_or_status,publication_date,paper_url,code_url,research_problem,memory_write,memory_representation,memory_retrieval,memory_update,temporal_reasoning,contradiction_handling,forgetting,consolidation,provenance,uncertainty,learned_policy,graph_structure,agentic_rag_relation,datasets_or_benchmarks,baselines,metrics,main_method,main_contribution,main_results,limitations_stated_by_authors,limitations_you_identify,compute_requirement,open_source,relevance_to_evomem,possible_remaining_gap,evidence_level,evidence_sections,reviewed_version,canonical_publication_url
2607.29167,Memory Provenance Laundering in LLM Agents: A Non-Amplification Firewall for Persistent Memory,"Xu, Jinghan; Xiao, Yiyong; Shao, Wanru; Liu, Hankai; Li, Xinjin",2026,arXiv preprint; no publication venue independently verified,2026-07-31,https://arxiv.org/abs/2607.29167v1,,Prevent authority amplification across memory transformations,NR — not established in this review; not evidence of absence,Provenance-labeled persistent records,Non-amplification firewall,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Non-amplification firewall,Prevent authority amplification across memory transformations,Screening conclusion: Prevent authority amplification across memory transformations. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Abstract screening only; full HTML unavailable in this review,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Prevent authority amplification across memory transformations,Abstract screening only; full HTML unavailable in this review,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-07-31),
2608.01285,Stop When Memory Suffices: Evidence-Conditioned Progressive Execution for LLM Agents,"Lin, Yidan; Wang, Kaixiang; Lou, Jiong; Li, Jie",2026,arXiv preprint; no publication venue independently verified,2026-08-02,https://arxiv.org/abs/2608.01285v1,,Stop execution when memory evidence is sufficient,NR — not established in this review; not evidence of absence,Progressive memory evidence,Evidence-conditioned stopping,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Evidence-conditioned stopping,Stop execution when memory evidence is sufficient,Screening conclusion: Stop execution when memory evidence is sufficient. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Retrieval stopping already combines utility and resource concerns,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Stop execution when memory evidence is sufficient,Retrieval stopping already combines utility and resource concerns,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-08-02),
2608.01619,When Memory Updates but Behavior Does Not: Repairing Implicit Stale Dependencies in Personalized Agent Responses,"Sun, Haofei; He, Lin",2026,arXiv preprint; no publication venue independently verified,2026-08-03,https://arxiv.org/abs/2608.01619v1,,Repair responses that implicitly rely on superseded state,Uses an existing structured store,State-anchored evidence transitions,State-anchored evidence retrieval,Repair answer behavior after state change,✅ — see capability matrix definition and cited sections,Invalidate response premises using candidate transitions,No comprehensive physical/store deletion,Not a persistent consolidation policy,✅ — see capability matrix definition and cited sections,◐ — see capability matrix definition and cited sections,◐ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,"STALE-derived tests, HorizonBench preference evolution and a harder authored lifecycle set; strict independent-query and joint-scenario scopes are distinguished.","Draft-only audit, state-aware audit and matched-budget evidence controls.","Current-state accuracy, false invalidation, candidate-gate acceptance and human agreement checks.","Use state-anchored evidence queries to expose unstated stale premises, audit a draft as valid/stale/unknown, then repair it. An LLM proposes old/new transitions; deterministic checks pin quotations to entries and check chronological order.",Repair responses that implicitly rely on superseded state,"Strict setting reports 0.736 versus 0.692 for a matched-budget control. Stronger joint-scenario numbers have extra information. Harder cross-family lifecycle tests show no accuracy gain, bounding the conclusion.","Small/single-run studies, judge-family dependence and limited external coverage.","An 80%-token quotation match and newer date verify provenance/order, not semantic supersession. The gate accepts semantically non-superseding transitions in a control, so calibrated semantic repair remains unresolved.",600-example QLoRA of a 4B model on an 8GB GPU is reported; inference variants use API calls.,No own code/project URL verified in this review,Repair responses that implicitly rely on superseded state,Time verification does not verify semantic supersession,deep primary read,S3–S4 audit/gate; S5 scope controls; S6 external and semantic-gate tests; S7 limitations.,v1 (2026-08-03),
2608.01679,When Memory Becomes Authority: Benchmarking Authority Collapse at the Memory Consolidation Boundary,"Zhan, Qiuyang; Zhang, Rui; Guo, Sheng; Zhao, Lepeng; Liu, Zhuotao",2026,arXiv preprint; no publication venue independently verified,2026-08-03,https://arxiv.org/abs/2608.01679v2,,Measure authority lost or upgraded during consolidation,Consolidation/write probes,Source-authority transitions,Use written memory for actions,Authority transitions,NR — not established in this review; not evidence of absence,Authority-preserving restrictions,Not a broad forgetting benchmark,Central evaluated boundary,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,"50 base histories, seven transitions each: 350 pairs. Entity-component split uses 30/10/10 base histories for train/validation/test.","Seven writer objectives across seven backbones; prompt adaptations, not seven fully native memory backends.","Authority upgrades, omissions, prohibited actions and benign task completion.","Construct paired source-authority transformations and test consolidation, controlled downstream action and predicted authority labels. Separate user-authorized, assistant-attested and unendorsed tool evidence according to the benchmark policy.",Measure authority lost or upgraded during consolidation,48 of 49 writer/model configurations upgrade authority in at least some cases; the zero-upgrade exception omits all content. Selected predicted-label intervention reduces prohibited actions without losing the measured benign completions.,Benchmark-defined authority policy and selected downstream pipeline limit broader deployment claims.,"Authority is not factual truth or statistical confidence. Treat 350 transformations as clustered by 50 histories, not 350 independent histories. Prompt emulations do not establish product behavior.",API inference over paired examples; feasible baseline for source-authority preservation.,No own code/project URL verified in this review,Measure authority lost or upgraded during consolidation,"Source authority, truth and confidence are distinct labels",deep primary read,S2 authority definitions; S3 modules/data; S4 results; Appendices A policy and B split.,v2 (2026-08-04),
2608.03137,Verifiable Memory: Learning Unified Memory Management with Local and Global Verifiers for Large Language Model Agents,"Sun, Xiaolong; Wang, Qichao; Li, Hangyu; Chen, Liang",2026,arXiv preprint; no publication venue independently verified,2026-08-04,https://arxiv.org/abs/2608.03137v1,https://github.com/Sun-SYSU-24/VerMem,Train unified control with local/global verification,ADD,"LTM, active context and episode history",RETRIEVE and SelectEpisode,UPDATE with new versions,✅ — see capability matrix definition and cited sections,Soft-delete/version status,DELETE/FILTER without permanent history erasure,SUMMARY,◐ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,✅ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,"ALFWorld, ScienceWorld, PDDL, BabyAI and HotpotQA; memory resets each evaluation episode.",AgeMem and related memory/context methods under two Qwen backbones.,"Task accuracy/success, average score and verifier/component analyses.","One policy manages long-term memory, active context and episodic history. Seven tools cover add/update/soft-delete, retrieve/filter/summarize and selecting episodes. SFT precedes staged RL with local executable-transition and global coherence verifiers.",Train unified control with local/global verification,"Reports mean 48.01/59.85 versus AgeMem 41.96/54.31 under its matched settings. Unified learned control, versioned updates and explicit training verifiers are therefore not new project contributions.","Persistent cross-session, conflicting and adversarial memory robustness are not established by the evaluation.",Verifiers used in training are removed at inference; reward shaping does not create a runtime semantic safety contract. Episode resets sharply constrain claims about lifelong accumulation.,SFT plus multi-stage RL on 4B/7B-class models; total GPU-hours not reliably extracted here.,Paper-linked public code/project URL; license and reproducibility not audited,Train unified control with local/global verification,Episode-reset evaluation does not establish cross-session lifecycle safety,deep primary read,S3 tools/verifiers; S4 episode-reset setup/results; S5 scope; Appendix A memory schema.,v1 (2026-08-04),
2608.05604,SkillZip: Contract-Preserving Graph Compression for Scalable Agent Skill Libraries,"Tan, Xingyu; Wang, Xiaoyang; Liu, Qing; Xu, Xiwei; Yuan, Xin; Zhu, Liming; Zhang, Wenjie",2026,arXiv preprint; no publication venue independently verified,2026-08-06,https://arxiv.org/abs/2608.05604v1,,Compress procedural graphs while preserving contracts,NR — not established in this review; not evidence of absence,Section graphs and reversible macros,Contract-preserving abstraction and ReZip,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Contract-preserving abstraction and ReZip,Compress procedural graphs while preserving contracts,Screening conclusion: Compress procedural graphs while preserving contracts. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Procedural dependency preservation is a strong compression precedent,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Compress procedural graphs while preserving contracts,Procedural dependency preservation is a strong compression precedent,targeted primary inspection,"Method section: reversible ported macros, dependency closure and verifier reachability; ReZip updates; procedural rather than evolving factual evidence.",v1 (2026-08-06),
2608.05906,Causal Episodic Memory for Feedback-Driven Agent Repair,"Vo, Khang Nhat Hoang; Chu, Tam Minh; Dinh, Anh Trac Duc; Bui, Thuyen Vinh Ha; Quan, Tho",2026,arXiv preprint; no publication venue independently verified,2026-08-06,https://arxiv.org/abs/2608.05906v2,,Reuse verified successful and failed repairs,NR — not established in this review; not evidence of absence,Dual-polarity episodic repair memory,Failure-conditioned retrieval,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Failure-conditioned retrieval,Reuse verified successful and failed repairs,Screening conclusion: Reuse verified successful and failed repairs. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Oracle feedback and modest cross-task evidence bound conclusions,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Reuse verified successful and failed repairs,Oracle feedback and modest cross-task evidence bound conclusions,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v2 (2026-09-10),
2608.10502,From Faulty Memories to Corrected Actions: Dependency-Guided Rollback Repair for Memory-Augmented Agents,"Yu, Caili; Wang, Yiqi; Zhang, Jiaqi; Duan, Yiqun; Zheng, Mingkai; Wu, Zhangkai; Shi, Kaize; Cai, Taotao",2026,arXiv preprint; no publication venue independently verified,2026-08-11,https://arxiv.org/abs/2608.10502v1,,Repair memory and actions while retaining unaffected work,Track derived writes and runtime provenance,Typed runtime dependency graph,Retrieve evidence during replay,Repair affected state,NR — not established in this review; not evidence of absence,Dependency-guided deactivation,Remove unsupported influence while retaining independent support,Derived records can be reconsidered,✅ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,❌ — see capability matrix definition and cited sections,✅ — see capability matrix definition and cited sections,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,150 selected injected-failure cases across three domains/four fault types; 50 adapted LongMemEval-V2 cases.,"Six recovery strategies including deletion, reset/full replay and local repair variants.","Recovery, benign preservation, recurrence and replay cost.","Given diagnosed faulty record IDs, construct a typed memory-to-action graph from runtime provenance. Traverse explicit descendants, retain records with independent trusted support, deactivate unsupported state and replay answer-relevant affected computation.",Repair memory and actions while retaining unaffected work,"Reports 85.3% recovery versus 77.3% for the strongest compared alternative, with 100% benign preservation on the selected main set. Recurrence remains 26.6%; the problem is not solved completely.",Fault diagnosis is supplied; missing dependency edges are outside the recovery guarantee. Irreversible actions need environment reset or compensation.,"Cases are selected where injection causes an error and downstream effects, so rates are conditional. Single temperature-zero runs do not remove stochastic or model-version uncertainty. Strong baseline for G1, not a novelty-free implementation template.",GPT-4o main setting and frozen-model replay; API-feasible with a restricted pilot.,No own code/project URL verified in this review,Repair memory and actions while retaining unaffected work,Diagnosed faulty IDs and recorded dependency edges are assumed,deep primary read,S3 assumptions/algorithm; S4 selection; S5 main/adapted results; Appendix F other backbones.,v1 (2026-08-11),
2608.11079,SkillZip: Evaluation-Free Skill Compression for Self-Evolving Agents by Discovering Reusable Structure,"Bai, Xiaofan; Lin, Hongqiang; Liu, Chao; Zhang, Yantao; Jin, Xuan; Cao, Xipeng; Li, Yuhong",2026,arXiv preprint; no publication venue independently verified,2026-08-11,https://arxiv.org/abs/2608.11079v2,,Compress reusable skills through typed structural sharing,NR — not established in this review; not evidence of absence,Skill contracts and residuals,MDL with coverage constraints; Zip-on-Write,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,MDL with coverage constraints; Zip-on-Write,Compress reusable skills through typed structural sharing,Screening conclusion: Compress reusable skills through typed structural sharing. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Distinct authors/work from other SkillZip; do not merge by name,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Compress reusable skills through typed structural sharing,Distinct authors/work from other SkillZip; do not merge by name,targeted primary inspection,Method: typed contract/residual compression and hard extracted-unit coverage; continual Zip-on-Write.,v2 (2026-08-16),
2608.13883,MemoryLake on MemoryArena: A Matched Study of Agent Memory Backends,"Zhan, Chaoqun; Zhou, Qiang; Li, Guannan; Huang, Zhenqiang; Wang, Qianjin",2026,arXiv preprint; no publication venue independently verified,2026-08-14,https://arxiv.org/abs/2608.13883v1,,Compare memory backends on interdependent agent tasks,NR — not established in this review; not evidence of absence,Backend-specific stores,Matched framework/model/task comparison,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Matched framework/model/task comparison,Compare memory backends on interdependent agent tasks,Screening conclusion: Compare memory backends on interdependent agent tasks. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,System-level comparison is not cost-matched or representation-only,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Compare memory backends on interdependent agent tasks,System-level comparison is not cost-matched or representation-only,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-08-14),
2608.19564,"Remember, Verify, or Ask? Cross-Family Evaluation of Memory Commitment in LLM Agents","Li, Baichuan; Yao, Junyi; Zheng, Zihao",2026,arXiv preprint; no publication venue independently verified,2026-08-20,https://arxiv.org/abs/2608.19564v1,,"Choose persist, temporary use, verify or ask",NR — not established in this review; not evidence of absence,Interaction-derived candidate facts,Prompted action and tool-call policies,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,Memory Commitment Boundary: 140 primary cases:70 dev/70 test; separate70-item contrast set,NR — not established in this review; not evidence of absence,"Accuracy, macro-F1, over/under-memory, verify/clarify recall and label-tool agreement",Prompted action and tool-call policies,"Choose persist, temporary use, verify or ask","Screening conclusion: Choose persist, temporary use, verify or ask. Quantitative results not independently extracted.",NR — not established in this review; not evidence of absence,Action-label success does not ensure executed policy compliance,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,"Choose persist, temporary use, verify or ask",Action-label success does not ensure executed policy compliance,targeted primary inspection,"S3 four commitment actions; S3.3 tool selection only, not actual tool execution; S4 isolated-item calls; S5.4 label/tool disagreement; scope is not longitudinal refresh.",v1 (2026-08-20),
2608.19652,Can Agent Memory Systems Track Evolving State?,"Fan, Xinyi; Liu, Miri; Yang, Ruozhen; Ouyang, Siru; Han, Jiawei",2026,arXiv preprint; no publication venue independently verified,2026-08-20,https://arxiv.org/abs/2608.19652v1,,Track evolving current state and dependent constraints,Per-turn state extraction,State units with supersession and dependencies,Retrieve current units plus context,Supersession and constraint updates,✅ — see capability matrix definition and cited sections,Dependency-driven needs-recheck flags,Suppress superseded units; retain historical state,Structured state maintenance,✅ — see capability matrix definition and cited sections,◐ — see capability matrix definition and cited sections,❌ — see capability matrix definition and cited sections,✅ — see capability matrix definition and cited sections,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,StateMemBench: 234 scenarios and 322 probes; 190 shorter scenarios averaging 165 turns and 44 longer averaging 599 turns. Approximate token lengths are only 3K and 7–15K.,"RAG, GraphRAG, memory systems and long-context controls under matched context variants.","Current-state accuracy, stale-state drift and other error classes.","Extract state units with sources, hard/soft constraints and typed derived/coupled dependencies. Superseded units remain inactive; changed prerequisites set dependent units to needs-recheck, with answer-time recomputation.",Track evolving current state and dependent constraints,StateMem improves over RAG for one backbone (0.363 versus 0.205); a different backbone is close to GraphRAG (0.233 versus 0.224). Dynamic-state and dependent-memory management already have direct precedents.,"Synthetic scenarios, explicit dependency statements, limited backbones and single-run design.",Many turns do not imply a million-token horizon. Full transcript plus retrieved state can be an advantage unless context is matched. Explicit linguistic dependencies simplify the unknown-lineage problem.,"Approximately 165–600 small-model encoder calls per scenario; no additional answerer call, but ingestion cost is material.",No own code/project URL verified in this review,Track evolving current state and dependent constraints,Dependency links are explicit; synthetic construction favors typed state,deep primary read,S3 error decomposition; S4 benchmark; S5 state model; S6 results/controls; Appendix H costs.,v1 (2026-08-20),
2608.19701,Beyond Memory Majority: Latent-Source Reasoning for Multi-Agent Memory Arbitration,"Lin, Chenchen; Yuan, Wenhao; Wang, Xuehe; Ngai, Edith Cheuk Han",2026,arXiv preprint; no publication venue independently verified,2026-08-20,https://arxiv.org/abs/2608.19701v1,,Avoid correlated memory majorities and recover missing evidence,NR — not established in this review; not evidence of absence,Latent evidence groups and provenance priors,Learned Expand/Trace/Stop arbitration,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,✅ — see capability matrix definition and cited sections,✅ — see capability matrix definition and cited sections,✅ — see capability matrix definition and cited sections,✅ — see capability matrix definition and cited sections,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Learned Expand/Trace/Stop arbitration,Avoid correlated memory majorities and recover missing evidence,Screening conclusion: Avoid correlated memory majorities and recover missing evidence. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Inferred evidence dependence already exists; persistent repair remains distinct,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Avoid correlated memory majorities and recover missing evidence,Inferred evidence dependence already exists; persistent repair remains distinct,targeted primary inspection,"Methodology evidence slots, soft dependency inference and Expand/Trace/Stop RL; experiments correlation-augmented MAB/LME/LoCoMo; Appendices A–C complexity and recovery.",v1 (2026-08-20),
2608.20685,Temporal Validity on Real Software Histories: Eliminating Stale-Fact Errors in Code-Assistant Memory over GitHub Fixes,"Yadav, Neeraj",2026,arXiv preprint; no publication venue independently verified,2026-08-21,https://arxiv.org/abs/2608.20685v1,,Test atomic supersession on real code changes,NR — not established in this review; not evidence of absence,Marker-free old/new code facts,Bitemporal supersession,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,MemStrata software histories: 130 clean atomic transitions extracted from707 GitHub issues,NR — not established in this review; not evidence of absence,"Accuracy, stale-fact-error and latency",Bitemporal supersession,Test atomic supersession on real code changes,Screening conclusion: Test atomic supersession on real code changes. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Selected clean atomic transitions limit generalization,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Test atomic supersession on real code changes,Selected clean atomic transitions limit generalization,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-08-21),
2608.21230,Utility Under Attack: Agent Memory Poisoning and the Limits of Content Screening and Provenance Ranking,"Karunanidhi, Arulnidhi",2026,arXiv preprint; no publication venue independently verified,2026-08-21,https://arxiv.org/abs/2608.21230v1,,Test defenses against ordinary false stored statements,NR — not established in this review; not evidence of absence,Poisoned and benign mixed-provenance corpora,Content screening and provenance weighting,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Content screening and provenance weighting,Test defenses against ordinary false stored statements,Screening conclusion: Test defenses against ordinary false stored statements. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Filtering more untrusted data can improve safety by sacrificing utility,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Test defenses against ordinary false stored statements,Filtering more untrusted data can improve safety by sacrificing utility,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v1 (2026-08-21),
2608.21381,"PersonaMem-v3: Toward Omni-Platform Personal Intelligence for Holistic User Understanding, Recommendation, and Agentic Tasks","Jiang, Bowen; Yuan, Yuan; Hao, Zhuoqun; Liu, Yuchen; Shen, Maohao; Chen, Sihao; Wornell, Gregory; Callison-Burch, Chris; Ungar, Lyle; Roth, Dan; Guo, Qi; Fan, Xiangjun; Taylor, Camillo J.; Yu, Hanchao",2026,arXiv preprint; no publication venue independently verified,2026-07-16,https://arxiv.org/abs/2608.21381v1,,Evaluate cross-platform personal intelligence over time,NR — not established in this review; not evidence of absence,Time-indexed digital user worlds,"Understanding, recommendations and agentic tasks",NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,"PersonaMem-v3: 200 resampled users, >1M engagement events;30-day substrate; six digital platforms",NR — not established in this review; not evidence of absence,Open-ended universal/task rubrics; context and agent-harness modes,"Understanding, recommendations and agentic tasks",Evaluate cross-platform personal intelligence over time,Screening conclusion: Evaluate cross-platform personal intelligence over time. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Grounded synthetic worlds are not identical to live deployment,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Evaluate cross-platform personal intelligence over time,Grounded synthetic worlds are not identical to live deployment,targeted primary inspection,"S2:200 resampled users,>1M engagement events and30-day substrate; S3 time-masked interactive harness and open-ended criteria.",v1 (2026-07-16),
2608.22215,Dual-Layer Agentic Memory with Fast Write Routing and Slow Consolidation,"Li, Wenzhi; Nie, Dong; Lan, Rui; Lyu, Tongtong; Wang, Peiyao; Hong, Lingzi; Pan, Weihang; Lin, Binbin; Pan, Boyuan; Hu, Yao",2026,arXiv preprint; no publication venue independently verified,2026-08-23,https://arxiv.org/abs/2608.22215v2,,Route writes and periodically consolidate into model weights,NR — not established in this review; not evidence of absence,External memory plus parametric consolidation,Small-to-large write router and slow SFT,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Small-to-large write router and slow SFT,Route writes and periodically consolidate into model weights,Screening conclusion: Route writes and periodically consolidate into model weights. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Cross-layer lifecycle routing already studied,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Route writes and periodically consolidate into model weights,Cross-layer lifecycle routing already studied,bibliographic and abstract screening,arXiv bibliographic page and abstract only; do not infer omitted capabilities,v2 (2026-08-31),
2608.30785,SkillZip Pro: Execution-Aware Dynamic Compression of Progressively Loaded Skills for Self-Evolving Agents,"Bai, Xiaofan; Liu, Chao; Lin, Hongqiang; Wu, Di; Song, Mingli; Jin, Xuan; Cao, Xipeng; Li, Yuhong",2026,arXiv preprint; no publication venue independently verified,2026-08-31,https://arxiv.org/abs/2608.30785v1,,Compress skill bundles while retaining routing and public entry contracts,NR — not established in this review; not evidence of absence,Multi-file skill graph and deletion witnesses,Persistent/transient compression and incremental audits,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,✅ — see capability matrix definition and cited sections,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,✅ — see capability matrix definition and cited sections,Persistent memory/retrieval or its evaluation; distinguish store validity from query relevance,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,NR — not established in this review; not evidence of absence,Persistent/transient compression and incremental audits,Compress skill bundles while retaining routing and public entry contracts,Screening conclusion: Compress skill bundles while retaining routing and public entry contracts. Quantitative results not independently extracted.,NR — not established in this review; not evidence of absence,Total storage accounting and change-aware compression already have procedural precedents,NR — not established in this review; not evidence of absence,No own code/project URL verified in this review,Compress skill bundles while retaining routing and public entry contracts,Total storage accounting and change-aware compression already have procedural precedents,targeted primary inspection,S3 persistent versus transient storage accounting; S4.4 deletion witnesses; S4.5 faithfulness assumptions; S4.6 affected closure and repacking.,v1 (2026-08-31),
